S.No,In-use English,Changes in English,In-use Telugu,Changes in Telugu,Section,Times used,Translation keys
1052, — {count} instalments still to pay,, — ఇంకా {count} వాయిదాలు చెల్లించాలి,,B,1,instalments_still_to_pay_suffix
1053,"""{query}"" not found — add it",,"""{query}"" కనుగొనబడలేదు — దాన్ని జోడించండి",,B,1,village_not_found_add_it
1054,% of Overdue Installment,,బకాయి వాయిదాలో %,,B,1,percent_overdue_installment
1055,% of Remaining Balance,,మిగిలిన నిల్వలో %,,B,1,percent_remaining_balance
1056,A duplicate entry needs correcting,,నకిలీ నమోదును సరిచేయాలి,,B,1,reopen_reason_duplicate
1057,Aadhaar / ID Reference,,ఆధార్ / ఐడి సూచన,,B,1,aadhaar_id_reference
1058,Accept Privacy Policy *,,గోప్యతా విధానం అంగీకరించండి *,,B,1,accept_privacy_policy
1059,Accept Terms & Conditions *,,నిబంధనలు & షరతులు అంగీకరించండి *,,B,1,accept_terms_conditions
1060,Access Not Yet Granted,,యాక్సెస్ ఇంకా మంజూరు కాలేదు,,B,1,access_not_yet_granted
1061,Account cycle not yet configured,,ఖాతా చక్రం ఇంకా కాన్ఫిగర్ చేయలేదు,,B,1,account_cycle_not_configured
1062,Accounts Handed To You,,మీకు అప్పగించిన ఖాతాలు,,B,1,accounts_handed_to_you
1063,Accrued this year: {amount} · Total earned: {total},,ఈ సంవత్సరం పోగుపడింది: {amount} · మొత్తం సంపాదించింది: {total},,B,1,accrued_this_year_note
1064,Accrued: {amount} · Total earned: {total},,పోగుపడింది: {amount} · మొత్తం సంపాదించింది: {total},,B,1,accrued_note
1065,"Add ""{name}"" as a new village",,"""{name}""ని కొత్త గ్రామంగా జోడించండి",,B,1,add_village_named_note
1066,Add & Issue Loan,,జోడించి రుణం ఇవ్వండి,,B,1,add_and_issue_loan
1067,Add a remark (append-only),,వ్యాఖ్య జోడించండి (జోడించడం మాత్రమే),,B,2,add_a_remark_hint add_remark_append_only_field
1068,"Add a village in {district}, {state}.",,{state}లోని {district}లో ఒక గ్రామాన్ని జోడించండి.,,B,1,add_village_for_place_note
1069,Add a village to {area},,{area}కి గ్రామం జోడించండి,,B,1,add_village_to_note
1070,Add Agent to Business,,వ్యాపారానికి ఏజెంట్‌ను జోడించండి,,B,1,add_agent_to_business
1071,Add Customer to Business,,వ్యాపారానికి కస్టమర్‌ను జోడించండి,,B,1,add_customer_to_business
1072,Add This Person's Entry,,ఈ వ్యక్తి నమోదును జోడించండి,,B,1,add_this_persons_entry
1073,Add To This Business,,ఈ వ్యాపారానికి జోడించండి,,B,1,add_to_this_business
1074,Added to this business.,,ఈ వ్యాపారానికి జోడించబడింది.,,B,2,added_to_business_note added_to_this_business
1075,Address · PIN Code · Village,,చిరునామా · పిన్ కోడ్ · గ్రామం,,B,1,address_pin_village
1076,Adjustments Recorded This Session,,ఈ సెషన్‌లో నమోదు చేసిన సర్దుబాట్లు,,B,1,adjustments_recorded_session
1077,"Agent registered — invitation sent, status Pending Invitation.",,"ఏజెంట్ నమోదు చేయబడింది — ఆహ్వానం పంపబడింది, స్థితి పెండింగ్ ఆహ్వానం.",,B,1,agent_registered_note
1078,Agent transferred — new agent notified.,,ఏజెంట్ బదిలీ చేయబడింది — కొత్త ఏజెంట్‌కు తెలియజేయబడింది.,,B,1,agent_transferred_note
1079,Already Collected This Account Cycle,,ఈ ఖాతా వ్యవధిలో ఇప్పటికే వసూలు చేయబడింది,,B,1,already_collected_this_cycle
1080,Also Available On Mobile,,,,B,1,web_home_secondary_app_title
1081,Amount * (cannot exceed available balance),,మొత్తం * (అందుబాటులో ఉన్న నిల్వను మించకూడదు),,B,1,amount_cannot_exceed_balance
1082,"Amount Given (System-Derived, Read-Only)",,"ఇచ్చిన మొత్తం (సిస్టమ్-నిర్ధారితం, చదవడానికి మాత్రమే)",,B,2,amount_given_derived_label amount_given_readonly_note
1083,Amount Given * — cash you handed over,,ఇచ్చిన మొత్తం * — మీరు అప్పగించిన నగదు,,B,1,amount_given_cash_field
1084,An Agent Says Their Opening BF Is Wrong,,ఏజెంట్ తన ఓపెనింగ్ BF తప్పు అంటున్నారు,,B,1,agent_asked_you_to_check_bf
1085,An investor's opening principal was wrong or missing,,పెట్టుబడిదారు ప్రారంభ అసలు మొత్తం తప్పు లేదా లేదు,,B,1,reopen_reason_investor_principal
1086,Are You Absolutely Sure?,,మీరు ఖచ్చితంగా నిర్ధారించారా?,,B,1,are_you_absolutely_sure
1087,Area / Locality (optional),,ప్రాంతం / స్థానికత (ఐచ్ఛికం),,B,1,area_locality_optional_field
1088,Assign to This Round,,ఈ రౌండ్‌కు కేటాయించండి,,B,1,assign_to_this_round
1089,Assigned Out This Session,,ఈ సెషన్‌లో కేటాయించినది,,B,1,assigned_out_this_session
1090,At least 8 characters.,,కనీసం 8 అక్షరాలు.,,B,1,password_helper_short
1091,Back to Loan Detail,,రుణ వివరాలకు తిరిగి వెళ్లండి,,B,1,back_to_loan_detail
1092,Back to My Loans,,నా రుణాలకు తిరిగి వెళ్లండి,,B,1,back_to_my_loans
1093,Back to Template Selection,,టెంప్లేట్ ఎంపికకు తిరిగి,,B,1,back_to_template_selection
1094,Balance {balance} · EMI {emi},,నిల్వ {balance} · EMI {emi},,B,1,balance_emi_note
1095,Balance {balance} · {status},,నిల్వ {balance} · {status},,B,1,balance_status_note
1096,BF Cash Transfer confirmed — balance updated.,,BF నగదు బదిలీ నిర్ధారించబడింది — నిల్వ నవీకరించబడింది.,,B,1,bf_transfer_confirmed_note
1097,BF — Cash in Hand,,BF — చేతిలో నగదు,,B,1,bf_cash_in_hand
1098,Blank fields are left unchanged.,,ఖాళీ ఫీల్డ్‌లు మార్చబడవు.,,B,1,blank_fields_unchanged_note
1099,Bring Your Existing Book Across,,మీ ప్రస్తుత పుస్తకాన్ని తీసుకురండి,,B,1,migrate_existing_book
1100,"Brought forward, cash in hand",,"ముందుకు తీసుకువచ్చినది, చేతిలో నగదు",,B,1,bf_semantic_label
1101,Business name or MLBI,,వ్యాపార పేరు లేదా MLBI,,B,1,business_name_or_mlbi_field
1102,Business was started before entry was finished,,నమోదు పూర్తి కాకముందే వ్యాపారం ప్రారంభించబడింది,,B,1,reopen_reason_started_early
1103,Can Cancel Own Drafts,,సొంత డ్రాఫ్ట్‌లు రద్దు చేయగలరు,,B,1,perm_can_cancel_own_drafts
1104,Can Edit Customer Contact,,కస్టమర్ సంప్రదింపు వివరాలు మార్చగలరు,,B,1,perm_can_edit_customer_contact
1105,Can Edit Own Drafts,,సొంత డ్రాఫ్ట్‌లు మార్చగలరు,,B,1,perm_can_edit_own_drafts
1106,Can Enter Pre-Existing Records,,ముందుగా ఉన్న రికార్డులు నమోదు చేయగలరు,,B,1,perm_can_migrate_records
1107,Can Open Work Session,,పని సెషన్ తెరవగలరు,,B,1,perm_can_view_dashboard
1108,Can Record Cheeti Instalments,,చీటీ వాయిదాలు నమోదు చేయగలరు,,B,1,perm_can_record_cheti
1109,Can Transfer Cash to Another Agent,,మరో ఏజెంట్‌కు నగదు బదిలీ చేయగలరు,,B,1,perm_can_transfer_collections
1110,Can Use Collection Mode,,వసూలు మోడ్ ఉపయోగించగలరు,,B,1,perm_can_access_collection_mode
1111,Can View Investor Info,,ఇన్వెస్టర్ సమాచారం చూడగలరు,,B,1,perm_can_view_investor_info
1112,Capture Live Photo *,,"1) ప్రత్యక్ష ఫోటో తీయండి *
2) లైవ్ ఫోటో తీయండి *",,B,2,capture_live_photo capture_live_photo_field
1113,Captured — tap to retake,,తీసుకోబడింది — మళ్లీ తీయడానికి నొక్కండి,,B,1,captured_tap_retake
1114,Case Resolved — Slot Freed,,కేసు పరిష్కరించబడింది — స్లాట్ ఖాళీ అయింది,,B,1,case_resolved_slot_freed
1115,Cash Carried Into This Day,,ఈ రోజుకు తెచ్చిన నగదు,,B,1,opening_cash_for_the_day
1116,Cash in Hand (BF),,చేతిలో నగదు (BF),,B,1,cash_in_hand_bf
1117,Cash in hand *,,చేతిలో నగదు *,,B,1,cash_in_hand_field
1118,Cash out of BF,,BF నుండి నగదు,,B,1,cash_out_of_bf
1119,"Change {name}'s membership status to ""{status}""?",,"{name} యొక్క సభ్యత్వ స్థితిని ""{status}""కి మార్చాలా?",,B,1,change_status_note
1120,Cheeti — net position,,చీటీ — నికర స్థితి,,B,1,cheti_net_position
1121,"Cheque Count (tally, not persisted)",,"చెక్ లెక్క (సరిపోల్చడానికి, నిల్వ చేయబడదు)",,B,1,cheque_count_field
1122,Chetis You Are Already Paying,,మీరు ఇప్పటికే చెల్లిస్తున్న చీటీలు,,B,1,chetis_you_are_already_paying
1123,Choose a state to continue.,,కొనసాగించడానికి రాష్ట్రాన్ని ఎంచుకోండి.,,B,1,choose_state_to_continue
1124,"Choose a template, or request a custom amount.",,"ఒక టెంప్లేట్ ఎంచుకోండి, లేదా కస్టమ్ మొత్తం అభ్యర్థించండి.",,B,1,choose_template_note
1125,"Choose Daily, Weekly or Monthly.",,"రోజువారీ, వారానికి లేదా నెలవారీ ఎంచుకోండి.",,B,1,loan_problem_unknown_frequency
1126,Compensation not yet available,,వేతనం ఇంకా అందుబాటులో లేదు,,B,1,compensation_not_available
1127,Computed live from member loans — never stored.,,సభ్య రుణాల నుండి ప్రత్యక్షంగా లెక్కించబడుతుంది — ఎప్పుడూ నిల్వ చేయబడదు.,,B,1,computed_live_note
